"","PlayerType","citizenship","sms_validation","positive_account","negative_account","BadClientIdPassportAdress","rating","Age"
"2713",1,1,0,0,0,0,0,47
"2714",0,1,0,1,0,0,1,29
"2715",0,0,0,0,0,0,1,39
"2716",1,0,0,0,0,0,0,29
"2717",0,0,0,0,0,0,0,33
"2718",1,1,0,0,0,0,1,35
"2719",0,0,0,0,0,0,0,23
"2720",0,0,0,0,0,0,0,34
"2721",0,0,0,1,0,0,0,30
"2722",0,1,0,1,0,0,0,39
"2723",0,0,0,0,0,0,0,23
"2724",0,0,0,0,0,0,0,23
"2725",0,0,0,0,0,1,1,19
"2726",0,0,0,1,0,0,0,44
"2727",0,0,0,0,0,0,0,39
"2728",1,0,0,0,0,0,0,29
"2729",1,0,0,0,0,0,1,22
"2730",1,1,0,0,0,0,0,32
"2731",0,1,0,0,0,0,0,30
"2732",0,0,0,0,0,0,0,20
"2733",1,0,0,0,0,0,0,29
"2734",0,1,0,0,0,0,1,43
"2735",0,0,0,0,0,0,0,19
"2736",0,0,0,1,0,0,0,24
"2737",0,0,0,1,0,0,0,30
"2738",0,0,0,0,0,1,0,29
"2739",0,0,0,0,0,0,0,38
"2740",1,0,0,0,0,0,1,18
"2741",1,0,0,0,0,0,1,41
"2742",0,0,0,0,0,0,1,18
"2743",1,0,0,0,0,0,1,31
"2744",0,0,0,0,0,0,1,42
"2745",1,0,0,0,0,0,1,20
"2746",1,0,0,0,0,0,1,25
"2747",0,0,0,0,0,0,0,47
"2748",0,0,0,0,0,0,0,23
"2749",0,0,0,0,0,0,0,19
"2750",1,1,0,0,0,0,0,19
"2751",1,1,0,0,0,0,0,30
"2752",1,1,0,0,0,0,0,39
"2753",0,1,0,1,0,0,1,19
"2754",1,1,0,0,0,0,0,22
"2755",1,0,0,0,0,1,0,44
"2756",1,1,0,0,0,0,0,33
"2757",1,0,0,0,0,0,1,20
"2758",0,0,0,1,0,1,0,27
"2759",0,0,0,0,0,0,0,41
"2760",0,0,0,0,0,0,0,68
"2761",1,0,0,0,0,0,0,22
"2762",0,0,0,0,0,0,1,21
"2763",0,0,0,0,0,0,0,18
"2764",1,1,0,0,0,0,0,30
"2765",0,0,0,0,0,0,0,18
"2766",0,0,0,1,1,1,1,21
"2767",0,0,0,0,0,0,0,23
"2768",0,0,0,0,0,0,0,29
"2769",0,1,0,0,1,0,0,28
"2770",1,0,0,0,0,1,0,38
"2771",0,1,0,0,0,0,0,64
"2772",0,1,0,0,1,0,0,20
"2773",1,0,0,0,0,0,0,33
"2774",0,0,0,0,1,1,1,23
"2775",0,0,0,0,0,0,0,19
"2776",1,0,0,0,1,1,0,31
"2777",0,1,0,0,0,0,0,30
"2778",0,1,0,0,0,0,0,30
"2779",0,1,0,0,1,0,0,35
"2780",0,0,0,0,0,0,0,45
"2781",1,0,0,0,0,0,0,18
"2782",1,0,0,1,0,0,0,22
"2783",1,1,0,0,0,0,0,22
"2784",0,0,0,0,0,0,0,28
"2785",1,0,0,0,0,0,0,37
"2786",1,0,0,1,0,0,0,21
"2787",0,0,0,0,1,0,1,27
"2788",0,0,0,1,0,0,1,19
"2789",0,0,0,1,0,0,0,31
"2790",1,0,0,1,0,0,0,20
"2791",0,1,0,0,0,0,0,25
"2792",0,1,0,1,0,0,1,18
"2793",1,0,0,0,0,0,0,18
"2794",0,0,0,0,0,0,0,43
"2795",0,1,0,0,0,0,0,22
"2796",0,1,0,0,0,0,0,33
"2797",1,0,0,0,0,0,0,58
"2798",1,0,0,0,0,0,1,29
"2799",0,0,0,0,0,1,0,26
"2800",0,1,0,0,0,1,1,26
"2801",1,0,0,0,0,0,0,33
"2802",0,1,0,1,0,0,0,20
"2803",0,0,0,0,0,0,0,30
"2804",0,0,0,0,0,0,0,28
"2805",1,1,0,0,0,0,0,26
"2806",1,0,0,1,0,0,1,24
"2807",1,0,0,0,0,1,0,24
"2808",0,0,0,0,0,0,0,29
"2809",0,0,0,0,0,0,0,25
"2810",1,1,0,0,1,0,0,35
"2811",0,1,0,1,0,0,0,30
"2812",0,0,0,1,1,0,0,32
"2813",0,0,0,0,0,0,1,20
"2814",0,0,0,0,0,0,1,32
"2815",0,0,0,0,0,0,0,44
"2816",1,0,0,0,0,0,0,32
"2817",0,1,0,1,0,0,0,28
"2818",1,0,0,1,0,0,1,27
"2819",0,1,0,0,0,0,0,41
"2820",0,0,0,0,0,0,0,21
"2821",1,0,0,0,0,0,0,36
"2822",0,0,0,0,0,0,0,53
"2823",0,0,0,0,1,1,1,30
"2824",0,0,0,0,0,0,1,43
"2825",0,0,0,0,0,0,0,25
"2826",0,1,0,0,0,0,0,28
"2827",1,0,0,0,1,0,0,18
"2828",1,0,0,1,0,1,0,66
"2829",0,0,0,1,0,0,0,21
"2830",0,1,0,0,0,0,0,19
"2831",1,0,0,1,1,0,0,55
"2832",0,1,0,0,0,0,0,27
"2833",1,0,0,0,0,1,0,31
"2834",0,0,0,0,0,0,1,43
"2835",1,0,0,0,0,0,0,45
"2836",0,1,0,0,0,1,1,29
"2837",1,0,0,0,0,0,0,37
"2838",0,1,0,0,0,0,0,26
"2839",0,0,0,1,0,0,1,33
"2840",0,0,0,0,0,0,0,52
"2841",0,0,0,0,0,0,1,33
"2842",0,0,0,0,0,0,0,34
"2843",1,0,0,0,0,1,0,25
"2844",0,0,0,1,0,0,0,26
"2845",1,1,0,0,0,0,0,26
"2846",0,0,0,0,0,0,0,32
"2847",1,0,0,0,0,0,0,40
"2848",0,0,0,0,0,0,0,20
"2849",0,0,0,0,0,0,0,29
"2850",0,0,0,0,0,0,1,18
"2851",0,0,0,0,0,1,0,24
"2852",0,0,0,1,0,0,0,22
"2853",0,0,0,1,0,1,0,22
"2854",1,0,0,1,0,0,0,44
"2855",0,0,0,0,0,0,0,29
"2856",1,0,0,1,0,0,0,23
"2857",0,0,0,0,1,0,0,22
"2858",1,0,0,1,0,0,0,20
"2859",0,0,1,0,0,0,0,39
"2860",0,1,0,0,0,0,0,38
"2861",0,0,0,0,0,0,0,20
"2862",0,0,0,0,0,0,0,32
"2863",1,0,0,0,0,0,0,23
"2864",0,1,0,0,0,0,0,33
"2865",0,1,0,0,0,0,0,31
"2866",0,0,0,0,0,1,0,46
"2867",0,0,0,1,0,0,0,22
"2868",0,0,0,0,0,0,1,34
"2869",1,1,0,0,0,0,0,21
"2870",1,1,0,0,0,0,0,56
"2871",0,0,0,0,0,0,1,30
"2872",0,1,0,0,0,0,1,57
"2873",0,0,0,0,0,0,0,36
"2874",0,0,0,1,0,0,0,25
"2875",0,0,0,0,0,0,0,18
"2876",0,0,0,0,0,1,0,23
"2877",0,0,0,0,0,0,1,28
"2878",0,1,0,1,1,0,0,27
"2879",0,1,0,0,0,0,0,51
"2880",1,1,0,0,0,0,0,20
"2881",0,0,0,0,0,0,1,41
"2882",0,0,1,0,0,1,0,24
"2883",0,1,0,0,1,0,1,29
"2884",1,0,0,0,0,0,0,50
"2885",1,0,0,0,0,1,1,50
"2886",0,0,0,0,0,0,0,39
"2887",0,0,0,0,0,0,0,36
"2888",0,0,0,1,0,0,1,24
"2889",0,1,0,1,0,0,0,39
"2890",1,0,0,0,0,0,0,34
"2891",0,0,0,1,0,0,0,39
"2892",0,0,0,1,0,1,0,27
"2893",1,0,0,0,0,0,0,38
"2894",1,0,0,1,0,1,0,26
"2895",0,0,0,0,0,0,1,33
"2896",0,0,0,0,0,0,0,33
"2897",0,0,0,0,0,0,0,29
"2898",1,0,0,0,0,1,0,51
"2899",1,1,0,0,0,0,0,32
"2900",0,0,0,0,0,0,1,22
"2901",1,0,0,0,0,0,0,28
"2902",0,0,0,0,0,1,0,32
"2903",0,0,0,1,0,0,0,31
"2904",1,0,0,0,0,0,0,43
"2905",0,1,0,0,0,0,1,39
"2906",0,0,0,1,0,1,0,22
"2907",1,1,0,0,0,0,0,38
"2908",1,0,0,0,0,0,0,31
"2909",0,1,0,0,0,0,0,38
"2910",0,0,0,0,0,0,0,38
"2911",1,0,0,0,0,0,0,23
"2912",0,0,0,1,0,0,0,62
"2913",0,0,0,0,0,0,0,63
"2914",1,0,0,0,0,1,0,57
"2915",0,0,0,0,1,0,1,35
"2916",0,0,0,0,0,0,0,30
"2917",0,1,0,0,0,0,0,46
"2918",0,0,0,0,0,0,0,46
"2919",1,0,0,1,0,0,0,30
"2920",0,0,0,0,0,0,0,29
"2921",0,0,0,0,0,0,0,28
"2922",0,0,0,0,0,0,0,39
"2923",0,1,0,0,0,0,0,24
"2924",1,1,0,1,0,0,1,26
"2925",1,1,0,0,0,0,0,29
"2926",0,1,0,0,0,1,0,21
"2927",0,0,0,0,0,1,0,25
"2928",0,1,0,0,0,0,0,27
"2929",1,1,0,1,0,0,0,26
"2930",0,0,0,0,0,0,0,33
"2931",0,0,0,0,0,0,1,24
"2932",1,1,0,0,0,0,0,28
"2933",0,0,0,0,0,0,1,28
"2934",1,1,0,1,0,0,0,25
"2935",0,0,0,0,0,0,0,35
"2936",1,0,0,0,0,0,0,36
"2937",1,1,0,0,0,0,0,36
"2938",0,0,0,0,0,0,0,39
"2939",0,0,0,0,0,0,0,29
"2940",1,0,0,0,0,0,0,44
"2941",0,0,0,0,0,0,1,34
"2942",0,0,0,0,0,0,1,20
"2943",0,0,0,0,0,0,1,18
"2944",1,0,0,0,0,1,0,27
"2945",0,0,0,0,0,0,0,33
"2946",0,0,0,0,0,0,0,33
"2947",0,0,0,0,1,0,0,19
"2948",0,0,0,0,0,1,0,30
"2949",0,0,0,0,0,0,1,28
"2950",0,0,0,1,0,0,0,28
"2951",1,0,0,0,0,0,0,20
"2952",0,0,0,0,0,0,0,32
"2953",1,1,0,0,0,1,0,25
"2954",0,0,0,0,0,0,0,23
"2955",0,0,1,1,0,0,1,18
"2956",1,0,0,1,0,0,0,57
"2957",0,0,0,0,0,0,0,37
"2958",0,0,0,1,0,0,0,19
"2959",0,0,0,0,0,1,0,22
"2960",0,1,0,0,0,0,0,21
"2961",1,0,0,1,0,0,0,30
"2962",0,1,0,0,0,0,0,28
"2963",0,0,0,0,0,0,0,30
"2964",0,1,0,0,0,0,0,26
"2965",0,0,0,0,0,1,0,42
"2966",1,0,0,0,0,0,0,30
"2967",0,0,0,0,0,0,0,27
"2968",1,0,0,0,1,1,0,68
"2969",0,0,0,0,0,0,0,36
"2970",1,0,0,0,0,0,0,29
"2971",0,1,0,0,0,0,1,20
"2972",0,0,0,1,0,0,0,22
"2973",0,1,0,0,0,0,0,18
"2974",0,1,0,0,0,1,0,22
"2975",0,0,0,0,0,1,0,39
"2976",0,1,0,0,0,0,0,44
"2977",1,1,0,0,0,1,0,43
"2978",0,1,0,0,0,1,0,34
"2979",0,1,0,0,0,0,0,29
"2980",1,1,0,1,0,1,0,40
"2981",0,1,0,1,0,0,0,29
"2982",1,0,0,1,0,0,0,32
"2983",1,0,0,0,0,0,0,25
"2984",0,1,0,0,0,1,0,18
"2985",0,0,0,0,0,1,0,45
"2986",0,1,0,0,0,0,0,22
"2987",0,0,0,0,0,0,1,24
"2988",1,1,0,0,1,0,1,18
"2989",0,0,0,0,0,0,0,22
"2990",1,0,0,0,0,0,0,25
"2991",0,1,0,0,1,0,0,24
"2992",0,0,0,0,0,0,0,73
"2993",1,0,0,0,0,0,0,43
"2994",0,0,0,1,0,0,0,34
"2995",0,0,0,1,0,0,0,31
"2996",0,0,0,0,0,1,0,25
"2997",0,0,0,0,0,0,0,27
"2998",0,1,0,0,0,1,0,40
"2999",0,0,0,0,0,0,0,21
"3000",1,1,0,1,0,0,0,45
"3001",0,0,0,0,0,0,1,19
"3002",0,1,0,0,0,0,0,23
"3003",0,0,0,0,0,1,0,23
"3004",0,1,0,0,0,0,0,20
"3005",0,1,0,1,0,0,0,29
"3006",0,1,0,0,0,0,0,50
"3007",1,0,0,1,0,1,1,21
"3008",1,0,0,1,0,0,0,53
"3009",0,0,0,1,0,0,0,38
"3010",0,0,0,1,0,0,0,40
"3011",1,0,0,1,0,0,0,37
"3012",0,1,0,1,0,1,0,39
"3013",0,0,0,0,0,0,0,26
"3014",0,0,0,0,0,0,1,18
"3015",0,0,0,0,0,0,0,21
"3016",0,0,0,0,0,0,0,39
"3017",0,0,0,0,0,1,0,33
"3018",0,0,0,1,0,0,0,35
"3019",1,0,0,0,0,0,0,42
"3020",0,1,0,0,0,0,0,35
"3021",0,1,0,0,0,0,1,40
"3022",0,1,0,0,0,0,0,26
"3023",0,1,0,0,0,0,0,22
"3024",1,0,0,0,0,0,0,49
"3025",0,0,0,1,0,0,0,31
"3026",0,1,0,0,0,0,0,31
"3027",0,0,0,0,0,0,0,42
"3028",0,1,0,0,0,0,0,26
"3029",0,0,0,0,0,0,0,41
"3030",0,0,0,0,0,0,0,28
"3031",0,0,0,0,0,0,0,28
"3032",0,0,0,0,0,0,0,43
"3033",0,0,0,0,0,0,0,36
"3034",0,0,0,0,0,0,0,24
"3035",1,0,0,0,0,0,0,29
"3036",1,0,0,0,0,1,0,29
"3037",1,0,0,0,0,0,0,31
"3038",0,0,0,0,0,0,0,33
"3039",0,1,0,0,0,0,0,31
"3040",0,1,0,0,1,0,0,24
"3041",0,1,0,0,0,0,0,23
"3042",1,0,0,1,0,0,0,34
"3043",0,1,0,0,0,0,0,30
"3044",0,0,0,0,1,0,0,26
"3045",0,0,0,0,0,0,1,20
"3046",0,0,0,1,0,0,0,21
"3047",1,0,0,0,0,0,0,28
"3048",0,1,0,0,0,1,0,27
"3049",0,0,0,1,0,0,0,20
"3050",0,0,0,0,0,1,0,20
"3051",0,0,0,0,0,0,0,20
"3052",0,0,0,0,0,0,0,27
"3053",1,1,0,0,0,0,0,27
"3054",0,0,0,0,0,0,0,29
"3055",0,0,0,0,0,0,0,23
"3056",0,0,0,0,0,1,0,42
"3057",0,1,0,0,0,1,0,25
"3058",0,0,0,0,0,0,0,31
"3059",0,0,0,1,0,0,0,22
"3060",0,0,1,0,0,0,0,30
"3061",1,0,0,0,0,0,0,48
"3062",0,0,0,0,0,0,1,25
"3063",1,1,0,0,1,0,0,34
"3064",0,0,0,0,0,0,0,55
"3065",0,0,0,0,0,0,0,41
"3066",0,0,0,0,0,1,0,34
"3067",0,1,0,0,0,0,0,25
"3068",1,0,0,0,0,0,0,50
"3069",0,0,0,1,0,0,0,30
"3070",0,0,0,0,1,0,0,26
"3071",1,0,0,0,0,0,0,33
"3072",0,1,0,0,1,0,0,57
"3073",0,0,0,0,1,0,0,20
"3074",0,0,0,1,0,0,0,44
"3075",1,0,0,0,0,0,0,21
"3076",0,0,0,0,0,1,0,37
"3077",0,0,0,0,0,0,0,25
"3078",1,0,0,0,0,1,0,25
"3079",0,0,0,1,0,0,0,18
"3080",0,0,0,0,0,0,0,37
"3081",0,0,0,0,0,0,0,29
"3082",1,0,0,0,0,1,0,24
"3083",0,0,0,1,0,0,0,23
"3084",0,1,0,1,0,1,0,30
"3085",0,1,0,0,0,0,0,56
"3086",0,0,0,0,0,0,0,20
"3087",1,0,0,0,0,0,0,26
"3088",1,1,0,1,1,0,0,24
"3089",1,0,0,0,0,0,0,41
"3090",0,0,0,0,0,0,1,18
"3091",0,0,0,1,0,0,0,18
"3092",0,0,0,0,0,0,0,19
"3093",0,0,0,0,0,0,0,37
"3094",0,0,0,0,0,0,1,18
"3095",0,0,0,0,0,1,1,27
"3096",1,0,0,0,0,0,0,45
"3097",1,0,0,0,0,1,0,18
"3098",0,1,0,0,0,0,0,34
"3099",0,1,0,0,0,0,0,21
"3100",0,0,0,1,0,0,0,58
"3101",0,1,0,0,0,0,0,43
"3102",0,1,0,0,0,1,0,25
"3103",0,0,0,1,0,0,0,33
"3104",0,0,0,1,0,0,0,33
"3105",1,1,0,0,0,0,0,20
"3106",0,0,0,0,0,0,0,44
"3107",1,0,0,0,0,0,0,30
"3108",0,1,0,1,0,1,0,46
"3109",0,0,0,1,0,0,0,21
"3110",0,0,0,1,0,0,0,24
"3111",0,0,0,1,0,1,0,29
"3112",0,1,0,0,0,0,0,59
"3113",0,0,0,1,0,0,0,59
"3114",0,0,0,1,0,0,0,60
"3115",0,0,0,0,0,0,0,49
"3116",0,0,0,0,0,0,0,23
"3117",0,0,0,0,0,1,1,18
"3118",0,0,0,0,0,0,0,26
"3119",0,1,0,1,0,0,1,41
"3120",0,1,0,1,1,0,0,43
"3121",1,1,0,0,0,0,1,22
"3122",0,0,0,0,0,1,0,43
"3123",0,1,0,0,1,0,0,29
"3124",1,0,0,0,0,0,1,20
"3125",1,0,0,0,0,0,1,21
"3126",0,0,0,0,0,0,1,31
"3127",1,0,0,1,0,0,1,23
"3128",0,0,0,1,0,0,0,32
"3129",0,1,0,1,0,0,0,61
"3130",1,1,0,0,0,0,0,35
"3131",0,1,0,0,0,0,0,30
"3132",1,0,0,0,0,0,0,35
"3133",0,0,0,0,0,0,0,40
"3134",1,0,0,1,0,0,0,36
"3135",0,0,0,0,0,0,1,23
"3136",0,0,0,0,0,0,1,18
"3137",0,1,0,0,0,0,1,24
"3138",0,0,0,1,0,0,1,21
"3139",0,0,0,0,0,1,0,44
"3140",1,1,0,0,0,0,1,18
"3141",0,0,0,0,0,0,0,27
"3142",0,0,0,0,0,0,1,22
"3143",1,0,0,1,0,0,0,21
"3144",0,0,0,0,0,0,1,22
"3145",0,1,0,1,0,0,0,28
"3146",0,0,0,0,0,0,0,30
"3147",0,0,0,1,0,0,1,20
"3148",1,0,0,0,0,0,0,21
"3149",1,0,0,0,0,0,0,43
"3150",0,0,0,0,1,0,0,43
"3151",0,0,0,1,0,0,0,30
"3152",0,1,0,0,1,0,0,30
"3153",0,0,0,0,0,0,0,35
"3154",0,1,1,0,0,0,0,33
"3155",1,1,0,0,0,1,0,20
"3156",1,1,0,0,0,0,0,34
"3157",0,0,0,0,0,0,0,39
"3158",1,0,0,1,0,1,0,30
"3159",1,0,0,0,0,0,0,21
"3160",0,0,0,0,0,0,0,30
"3161",1,1,0,1,0,0,0,38
"3162",1,0,0,1,0,0,0,35
"3163",1,0,0,1,0,0,0,33
"3164",0,1,0,1,0,0,0,36
"3165",0,0,0,1,0,0,0,18
"3166",0,0,1,0,0,0,0,29
"3167",1,0,0,1,0,0,0,27
"3168",1,0,0,0,0,0,0,23
"3169",0,0,0,0,0,0,0,48
"3170",0,0,0,0,0,1,0,26
"3171",1,1,0,0,0,0,0,30
"3172",0,0,0,0,0,0,0,59
"3173",1,1,0,1,0,0,0,48
"3174",0,0,0,0,1,0,0,18
"3175",1,1,0,0,0,0,0,22
"3176",1,0,0,0,0,0,0,34
"3177",1,0,0,0,0,0,1,18
"3178",0,0,0,0,0,1,0,61
"3179",1,0,0,0,0,0,0,27
"3180",0,0,0,1,0,0,0,35
"3181",1,0,0,0,0,0,0,27
"3182",0,1,0,0,0,0,0,22
"3183",0,0,0,0,0,0,0,25
"3184",0,0,0,0,0,1,0,22
"3185",0,1,0,0,0,0,0,20
"3186",0,0,0,0,0,0,0,24
"3187",0,0,0,1,0,0,0,28
"3188",0,0,0,0,0,0,0,45
"3189",0,0,0,0,1,0,0,27
"3190",1,0,0,0,0,1,0,32
"3191",0,1,0,0,0,1,0,31
"3192",0,0,0,0,0,0,0,20
"3193",0,1,0,0,0,0,0,29
"3194",1,0,0,0,0,0,0,36
"3195",0,1,0,0,0,1,0,37
"3196",1,0,0,0,0,0,0,28
"3197",0,0,0,0,0,0,0,30
"3198",0,0,0,0,0,0,0,27
"3199",0,0,0,0,0,0,0,23
"3200",1,0,0,0,0,0,0,19
"3201",1,0,0,0,0,0,1,40
"3202",1,0,0,0,0,0,1,21
"3203",0,0,0,0,0,0,1,20
"3204",1,1,0,0,0,0,0,20
"3205",1,0,0,0,1,0,0,37
"3206",0,0,0,0,0,0,0,27
"3207",0,0,0,0,0,0,0,22
"3208",0,0,0,1,0,0,0,25
"3209",1,0,0,0,0,1,0,34
"3210",0,0,0,0,0,0,0,40
"3211",0,1,0,0,0,0,0,21
"3212",1,0,0,1,0,0,0,27
"3213",0,0,0,0,0,0,0,20
"3214",1,0,0,0,0,1,0,55
"3215",0,1,0,0,0,0,0,43
"3216",0,0,0,0,0,0,0,54
"3217",1,0,0,1,0,1,0,45
"3218",0,0,0,0,0,0,0,27
"3219",0,1,0,0,0,0,0,42
"3220",1,0,0,0,0,1,0,22
"3221",0,0,0,0,0,0,0,26
"3222",0,0,0,0,0,0,0,45
"3223",0,0,0,0,0,0,0,32
"3224",0,0,0,0,0,0,0,34
"3225",1,0,0,0,0,0,0,28
"3226",0,0,0,1,0,0,0,28
"3227",0,0,0,0,0,0,0,19
"3228",0,0,0,0,0,0,0,28
"3229",0,0,0,0,0,0,0,33
"3230",0,0,0,0,0,0,0,53
"3231",1,0,0,0,0,0,0,42
"3232",1,1,0,0,0,0,0,18
"3233",0,1,0,0,0,0,0,39
"3234",0,1,0,0,0,1,0,31
"3235",0,1,0,0,0,0,0,46
"3236",1,0,0,0,0,0,0,27
"3237",0,1,1,0,0,1,0,34
"3238",0,0,0,0,0,0,0,31
"3239",0,0,0,1,0,0,0,31
"3240",0,0,0,1,0,0,0,33
"3241",0,0,0,0,1,0,0,39
"3242",1,1,0,0,0,0,0,24
"3243",0,0,0,0,0,0,0,47
"3244",0,1,0,1,0,0,0,46
"3245",1,1,0,0,0,0,0,30
"3246",1,1,0,0,0,0,1,25
"3247",1,0,0,0,0,0,0,20
"3248",0,0,0,1,0,0,1,20
"3249",0,0,0,1,0,0,0,30
"3250",0,0,0,0,0,0,0,31
"3251",0,0,0,0,0,1,0,38
"3252",1,1,0,0,0,1,0,34
"3253",1,0,0,0,0,0,0,36
"3254",0,0,0,1,0,0,0,20
"3255",1,0,0,0,0,0,0,32
"3256",0,0,0,0,0,0,0,29
"3257",0,0,0,0,0,0,0,26
"3258",1,0,0,0,0,0,1,21
"3259",0,0,0,1,0,0,0,19
"3260",0,0,0,1,0,1,0,28
"3261",0,1,0,1,0,0,0,32
"3262",1,0,0,0,0,0,0,44
"3263",0,0,0,1,0,0,0,21
"3264",1,0,1,0,0,1,0,30
"3265",1,0,0,0,0,0,0,18
"3266",0,0,0,1,0,1,0,35
"3267",1,0,0,0,0,0,1,36
"3268",0,0,0,1,0,0,0,28
"3269",0,0,0,1,0,0,0,24
"3270",1,0,0,1,1,0,0,29
"3271",0,0,0,1,0,0,0,24
"3272",0,0,0,0,0,1,0,32
"3273",0,1,0,0,0,0,1,21
"3274",0,0,0,1,0,0,0,31
"3275",0,1,0,0,1,0,0,29
"3276",0,0,0,0,0,0,0,29
"3277",0,0,0,0,0,0,0,36
"3278",1,0,0,1,0,0,0,34
"3279",0,1,0,0,0,0,0,49
"3280",0,0,0,0,0,0,0,37
"3281",0,0,0,0,0,0,0,43
"3282",0,0,1,0,0,0,1,25
"3283",1,0,0,0,1,0,0,22
"3284",0,1,0,0,0,0,0,33
"3285",0,0,0,0,0,0,1,24
"3286",0,1,0,0,0,1,0,35
"3287",1,1,0,1,0,0,0,37
"3288",0,0,0,0,0,1,0,36
"3289",1,0,1,0,0,0,0,41
"3290",0,0,0,0,0,0,0,45
"3291",0,0,0,0,0,0,0,36
"3292",0,0,0,0,0,0,0,29
"3293",0,0,0,1,0,0,0,26
"3294",0,1,0,0,0,0,0,26
"3295",0,1,0,0,0,0,1,18
"3296",1,0,0,0,0,0,0,25
"3297",0,0,0,0,0,0,0,49
"3298",1,0,0,0,0,0,1,18
"3299",0,1,1,0,0,1,0,34
"3300",1,0,0,0,0,0,1,18
"3301",1,0,0,0,0,0,0,41
"3302",0,1,0,0,0,0,1,19
"3303",0,0,0,0,0,0,0,23
"3304",0,0,0,0,0,0,0,31
"3305",0,0,0,0,0,1,0,27
"3306",0,0,0,0,0,0,1,25
"3307",1,0,0,0,0,0,1,19
"3308",0,0,0,0,0,0,0,35
"3309",0,0,1,0,0,0,0,39
"3310",0,0,0,0,0,0,0,36
"3311",0,0,0,0,0,0,0,31
"3312",0,0,0,0,0,1,0,26
"3313",0,0,0,1,0,0,0,34
"3314",0,0,0,0,0,0,0,46
"3315",1,1,0,0,0,0,0,37
"3316",1,0,0,0,0,1,0,30
"3317",1,0,0,0,0,0,0,25
"3318",1,0,0,1,0,0,0,30
"3319",0,0,0,0,0,0,0,26
"3320",1,0,0,0,0,0,0,26
"3321",0,0,0,1,0,0,0,27
"3322",0,0,0,0,0,0,0,20
"3323",0,0,0,0,0,0,0,35
"3324",0,0,0,1,0,0,0,32
"3325",0,0,0,1,0,0,0,26
"3326",1,0,0,0,0,0,0,27
"3327",0,0,1,1,0,0,0,53
"3328",0,0,0,0,0,1,0,33
"3329",1,0,0,0,0,0,0,40
"3330",0,1,0,0,0,0,0,24
"3331",0,0,0,0,0,0,0,33
"3332",0,1,0,0,0,0,0,27
"3333",0,1,0,0,0,0,0,33
"3334",0,1,0,0,0,0,0,24
"3335",0,0,0,0,0,0,0,27
"3336",0,0,0,0,0,0,0,28
"3337",0,0,0,0,0,0,0,38
"3338",0,0,0,0,0,0,0,32
"3339",0,1,0,0,0,0,0,33
"3340",0,0,0,0,0,0,1,41
"3341",0,0,0,0,0,0,0,46
"3342",0,1,0,0,0,1,0,18
"3343",0,0,0,0,0,1,0,23
"3344",1,1,0,0,0,0,1,24
"3345",1,1,0,0,0,0,0,33
"3346",0,1,0,1,0,0,1,22
"3347",0,0,0,0,0,0,0,34
"3348",0,0,0,0,0,1,0,41
"3349",0,1,0,0,0,0,0,24
"3350",1,0,0,0,0,1,0,58
"3351",1,0,0,0,0,0,0,22
"3352",0,0,0,0,0,0,1,52
"3353",1,1,0,0,0,0,0,47
"3354",0,0,0,0,0,0,0,32
"3355",0,0,0,0,0,1,0,25
"3356",1,1,0,0,0,0,0,34
"3357",1,0,0,0,1,0,0,25
"3358",1,1,0,0,0,0,0,23
"3359",1,0,1,0,0,0,0,23
"3360",0,0,0,1,0,0,0,33
"3361",1,0,0,0,1,0,0,34
"3362",0,0,0,0,0,0,0,32
"3363",0,0,0,0,0,0,0,21
"3364",1,0,0,0,0,0,0,29
"3365",1,0,0,0,0,0,0,29
"3366",0,0,0,0,0,0,0,53
"3367",0,0,0,1,0,0,0,30
"3368",0,0,0,1,0,0,0,41
"3369",0,1,0,0,0,0,0,55
"3370",0,0,0,0,0,0,0,55
"3371",0,0,0,1,0,0,0,21
"3372",0,0,0,1,0,0,0,62
"3373",0,0,0,0,0,0,0,50
"3374",0,0,0,0,0,0,0,36
"3375",0,0,0,0,1,1,0,36
"3376",0,0,0,0,0,0,0,34
"3377",0,0,0,1,0,0,0,35
"3378",0,0,0,0,0,0,0,33
"3379",0,0,0,1,0,0,0,28
"3380",1,0,0,0,0,1,0,44
"3381",1,0,0,0,0,0,0,32
"3382",0,0,0,0,0,0,0,25
"3383",1,1,0,0,0,0,0,25
"3384",1,0,0,0,0,0,0,25
"3385",0,0,0,1,0,0,0,41
"3386",0,0,1,1,0,0,0,32
"3387",0,0,0,1,0,0,0,31
"3388",0,1,0,0,0,0,0,51
"3389",1,0,0,0,0,1,0,51
"3390",0,1,0,0,0,0,0,49
"3391",0,0,0,0,1,0,0,55
"3392",0,0,0,0,0,0,0,18
"3393",0,0,0,1,0,0,0,33
"3394",1,0,0,0,0,0,0,29
"3395",1,1,0,0,0,0,0,39
"3396",0,0,0,1,0,1,0,27
"3397",0,0,0,0,0,0,0,63
"3398",0,0,0,0,1,0,0,40
"3399",0,1,1,0,0,0,0,40
"3400",1,0,0,0,1,0,0,28
"3401",0,1,0,0,0,0,0,21
"3402",0,0,0,0,0,0,0,47
"3403",1,0,0,0,0,0,0,37
"3404",0,0,0,0,0,0,0,41
"3405",0,0,0,1,0,1,0,30
"3406",1,0,0,1,0,0,0,20
"3407",0,0,0,1,0,0,0,24
"3408",0,0,0,0,0,1,0,31
"3409",1,0,0,0,0,0,0,29
